TITLE     = "Visualization of the solution"
VARIABLES = "x"
"y"
"Z Vorticity"
DATASETAUXDATA CFDA.ID1="Pressure"
DATASETAUXDATA CFDA.ID2="Temperature"
DATASETAUXDATA Common.PressureVar="7"
DATASETAUXDATA Common.TemperatureVar="8"
DATASETAUXDATA Common.UVar="4"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
DATASETAUXDATA Common.VVar="5"
ZONE T="Zone"
 STRANDID=4256, SOLUTIONTIME=85.1
 Nodes=13336, Elements=26192, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE )
0.9990134239 -0.0313952601 -0.009618731595438077
0.9977809787 -0.0470541677 -0.013719028010573033
0.996057272 -0.062666647 -0.017434433074620267
0.9938442111 -0.0782173573 -0.020664936284688393
0.9911435843 -0.0936910286 -0.023328187035086455
0.9879583716 -0.1090725063 -0.02536631907401117
0.9842916131 -0.124346882 -0.026745574422306354
0.9801468253 -0.1394995152 -0.02745809518470679
0.9755281806 -0.1545156537 -0.027521870503486843
0.9704403877 -0.1693812161 -0.02698033251647195
0.9648882151 -0.184082061 -0.025896359092430297
0.9588773251 -0.1986043303 -0.02435213214441207
0.9524134994 -0.2129344939 -0.02244063769975495
0.9455031753 -0.2270589768 -0.020260217920590243
0.9381533265 -0.2409642785 -0.017909324839387356
0.9303709865 -0.2546369432 -0.015484921226687319
0.9221640229 -0.2680633067 -0.013078835920396058
0.9135403037 -0.2812297045 -0.010770999644734594
0.9045084715 -0.294122219 -0.008627901577486413
0.8950775266 -0.306726992 -0.0066993278053192684
0.8852565885 -0.3190300166 -0.005017681223159963
0.8750556111 -0.3310172557 -0.003599788898033283
0.8644843102 -0.3426751493 -0.0024480887017743454
0.8535534143 -0.3539901673 -0.0015524920429086184
0.8422734737 -0.3649495541 -0.0008908142711716517
0.8306558728 -0.3755412399 -0.0004326819783361359
0.8187119961 -0.3857539593 -0.00014295280263915133
0.806453526 -0.395577222 1.5457922372678207e-05
0.793892622 -0.4050014316 7.850314587384052e-05
0.7810416818 -0.4140179752 7.8748103381307e-05
0.7679134011 -0.4226189255 4.3830762536723345e-05
0.7545207143 -0.4307970404 -4.762888641558511e-06
0.7408769131 -0.4385458826 -5.2072654024744964e-05
0.7269952297 -0.4458593427 -8.93478155013896e-05
0.7128896713 -0.45273149 -0.0001130576130428423
0.6985738873 -0.4591571092 -0.00012336700344512904
0.6840623021 -0.4651308655 -0.00012268566145700894
0.6693689823 -0.470647931 -0.00011437406418535363
0.6545084715 -0.4757033884 -0.0001016508085490914
0.6394956112 -0.480292648 -8.72703407989962e-05
0.6243448853 -0.4844113587 -7.362784155491315e-05
0.6090716124 -0.4880555569 -6.240824849375673e-05
0.5936905742 -0.4912214576 -5.4669485067229684e-05
0.5782172084 -0.4939058422 -5.138461523196414e-05
0.562666595 -0.4961056112 -5.3361507507560316e-05
0.5470541716 -0.4978182613 -6.11324791275486e-05
0.5313953161 -0.4990418552 -7.47881861116878e-05
0.5157054067 -0.4997747837 -9.322293402052109e-05
0.5 -0.5000160335 -0.00011484015981184925
0.4842945933 -0.4997651278 -0.00013811890568360408
0.4686047137 -0.4990220367 -0.0001618971690513539
0.4529457986 -0.4977872371 -0.00018520424469663233
0.437333405 -0.4960618316 -0.0002083280472973889
0.4217827916 -0.4938473402 -0.00023129033347074612
0.4063093066 -0.4911457895 -0.0002545679060973194
0.3909283876 -0.4879598915 -0.0002758789863983105
0.3756551147 -0.4842926263 -0.00029522312918741495
0.3605043888 -0.4801476001 -0.00031205197295339215
0.3454914987 -0.4755287467 -0.0003266815315067853
0.3306309879 -0.4704406856 -0.00033971348078778996
0.3159376979 -0.464888364 -0.00035113787023149934
0.3014261127 -0.4588774144 -0.0003602608926668166
0.2871103883 -0.4524135589 -0.0003666569342454934
0.2730047107 -0.4455033242 -0.00037055043811904526
0.2591232061 -0.4381533264 -0.0003727128950595862
0.2454793006 -0.4303710162 -0.0003727418229609661
0.2320865989 -0.422163993 -0.0003716039747050162
0.2189583033 -0.4135403036 -0.0003694718686046844
0.2061073929 -0.4045085012 -0.0003665189805350383
0.1935465038 -0.3950774967 -0.0003629629814068322
0.1812880039 -0.3852565884 -0.0003586874530089601
0.1693440974 -0.3750554918 -0.00035330208503192573
0.1577264965 -0.36448431 -0.0003465993832952874
0.1464466006 -0.3535534142 -0.00033861512964652313
0.1355157048 -0.3422735928 -0.00032952736444595565
0.1249445006 -0.3306559025 -0.00031957182500376435
0.1147433966 -0.318711996 -0.0003089274244135465
0.1049225032 -0.3064534961 -0.000297676977988999
0.0954915136 -0.2938925921 -0.0002856852082263675
0.0864597112 -0.2810417115 -0.00027300422419541254
0.0778360367 -0.267913401 -0.00025941910644818045
0.0696289763 -0.2545207142 -0.00024532030312165304
0.0618466586 -0.2408767938 -0.00023066808702939395
0.0544967391 -0.2269951998 -0.00021536234109329616
0.0475864708 -0.2128895967 -0.0001992755247891831
0.0411226898 -0.1985739021 -0.00018262414324177884
0.0351117589 -0.184062302 -0.0001656197528917408
0.0295596197 -0.1693689971 -0.0001483368714887759
0.0244717393 -0.1545085012 -0.00013083458483396232
0.0198531598 -0.1394955962 -0.0001132116116206068
0.0157084204 -0.1243449001 -9.551924391495298e-05
0.01204162 -0.1090715974 -7.779448397566766e-05
0.0088563748 -0.0936906635 -6.000237509921902e-05
0.0061558299 -0.0782172306 -4.212655238940502e-05
0.0039426489 -0.0626666172 -2.448168944498008e-05
0.0022190181 -0.0470541603 -7.067281499947842e-06
0.000986636 -0.0313952601 1.0564287303380972e-05
0.00024672 -0.0157053805 2.8552309029377873e-05
0.0 1e-10 4.6369896255812285e-05
0.00024672 0.0157053807 6.440091109724804e-05
0.000986636 0.0313952603 8.299975793260323e-05
0.0022190181 0.0470541605 0.00010156174708689757
0.0039426489 0.0626666174 0.00012013239324741402
0.0061558299 0.0782172308 0.00013906879569726936
0.0088563748 0.0936906637 0.00015833356147273298
0.01204162 0.1090715976 0.0001775824583463738
0.0157084204 0.1243449004 0.00019670570756830444
0.0198531598 0.1394955964 0.0002155502787752825
0.0244717393 0.1545085014 0.00023394871729255293
0.0295596197 0.1693689973 0.0002517706121636168
0.0351117589 0.1840623022 0.0002689270752302547
0.0411226898 0.1985739023 0.0002854554006361254
0.0475864708 0.2128895969 0.0003014044709446287
0.0544967391 0.2269952 0.00031674814779594773
0.0618466586 0.240876794 0.0003314498439039998
0.0696289763 0.2545207144 0.0003457257174387454
0.0778360367 0.2679134012 0.0003596348002277566
0.0864597112 0.2810417117 0.00037314460633462027
0.0954915136 0.2938925923 0.00038589900472407734
0.1049225032 0.3064534963 0.0003981496518062136
0.1147433966 0.3187119962 0.00040983390596015246
0.1249445006 0.3306559027 0.00042105767147837536
0.1355157048 0.342273593 0.00043164079642334097
0.1464466006 0.3535534144 0.0004414035034328301
0.1577264965 0.3644843102 0.00045019383025231285
0.1693440974 0.375055492 0.0004579199874206602
0.1812880039 0.3852565886 0.0004645220534315736
0.1935465038 0.3950774969 0.00047009423263336125
0.2061073929 0.4045085014 0.00047494018822945294
0.2189583033 0.4135403038 0.00047909233792811645
0.2320865989 0.4221639932 0.00048215148762765364
0.2454793006 0.4303709866 0.00048367068091183935
0.2591232061 0.4381532968 0.0004832004640271184
0.2730047107 0.4455032946 0.000479916766639589
0.2871103883 0.4524134995 0.00047488775262570504
0.3014261127 0.4588772954 0.0004678018901068601
0.3159376979 0.4648881854 0.00045870855361749424
0.3306309879 0.4704403878 0.0004477725949353778
0.3454914987 0.4755282999 0.0004351105575598757
0.3605043888 0.4801469148 0.000420522608537241
0.3756551147 0.4842916132 0.0004036279720356986
0.3909283876 0.4879584015 0.0003843048290923523
0.4063093066 0.4911436142 0.00036306295219188517
0.4217827916 0.4938442112 0.0003393111099229129
0.437333405 0.4960573913 0.00031486516318587204
0.4529457986 0.4977810086 0.0002893210253896786
0.4686047137 0.4990133942 0.00026335957216634676
0.4842945933 0.4997532965 0.00023709260154914508
0.5 0.5000000001 0.00021137512516047202
0.5157054067 0.4997532965 0.0001868410286931521
0.5313953161 0.4990133942 0.0001643513040706264
0.5470541716 0.4977810086 0.00014493187246461883
0.562666595 0.4960573913 0.00012944737685382027
0.5782172084 0.4938442112 0.00011820936114228381
0.5936905742 0.4911436142 0.00011148796820100587
0.6090716124 0.4879584015 0.00010946297004710455
0.6243448853 0.4842916132 0.00011172234788174584
0.6394956112 0.4801469148 0.0001174460052101034
0.6545084715 0.4755282999 0.00012540544133890063
0.6693689823 0.4704403878 0.00013344795197738676
0.6840623021 0.4648881854 0.00013872749503969842
0.6985738873 0.4588772954 0.00013790228810974274
0.7128896713 0.4524134995 0.00012772512856997582
0.7269952297 0.4455032946 0.00010614051359372203
0.7408769131 0.4381532968 7.350808333898959e-05
0.7545207143 0.4303709866 3.39332133040574e-05
0.7679134011 0.4221639932 -3.405514419755327e-06
0.7810416818 0.4135403038 -2.354318248019632e-05
0.793892622 0.4045085014 -5.737087307007777e-06
0.806453526 0.3950774969 7.609561033467905e-05
0.8187119961 0.3852565886 0.0002526687923641263
0.8306558728 0.375055492 0.0005582228437593191
0.8422734737 0.3644843102 0.0010270321528113129
0.8535534143 0.3535534144 0.0016911632946511128
0.8644843102 0.342273593 0.0025786682101345514
0.8750556111 0.3306559027 0.0037102086431698303
0.8852565885 0.3187119962 0.00509693145352195
0.8950775266 0.3064534963 0.006738340515333899
0.9045084715 0.2938925923 0.008619115487072762
0.9135403037 0.2810417117 0.010708781693770833
0.9221640229 0.2679134012 0.012961084713371618
0.9303709865 0.2545207144 0.015313655259120432
0.9381533265 0.240876794 0.017687204688128354
0.9455031753 0.2269952 0.019985827270232258
0.9524134994 0.2128895969 0.022107502026146243
0.9588773251 0.1985739023 0.023949878448147974
0.9648882151 0.1840623022 0.0254148125930403
0.9704403877 0.1693689973 0.026410443695451518
0.9755281806 0.1545085014 0.02685369080905247
0.9801468253 0.1394955964 0.02668180196074906
0.9842916131 0.1243449004 0.025854357540745512
0.9879583716 0.1090715976 0.02435878915480095
0.9911435843 0.0936906637 0.02221025775737868
0.9938442111 0.0782172308 0.019446622317379182
0.996057272 0.0626666174 0.016129324610007094
