TITLE     = "Visualization of the solution"
VARIABLES = "x"
"y"
"Z Vorticity"
DATASETAUXDATA CFDA.ID1="Pressure"
DATASETAUXDATA CFDA.ID2="Temperature"
DATASETAUXDATA Common.PressureVar="7"
DATASETAUXDATA Common.TemperatureVar="8"
DATASETAUXDATA Common.UVar="4"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
DATASETAUXDATA Common.VVar="5"
ZONE T="Zone"
 STRANDID=4256, SOLUTIONTIME=85.1
 Nodes=13336, Elements=26192, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE )
0.9990134239 -0.0313952601 0.0006523357625074777
0.9977809787 -0.0470541677 0.0006852391141820291
0.996057272 -0.062666647 0.0007010465246243824
0.9938442111 -0.0782173573 0.0006957767239329782
0.9911435843 -0.0936910286 0.0006651577815181275
0.9879583716 -0.1090725063 0.0006063412792504386
0.9842916131 -0.124346882 0.0005202970673615637
0.9801468253 -0.1394995152 0.0004117731592091223
0.9755281806 -0.1545156537 0.00028968933012316067
0.9704403877 -0.1693812161 0.00016619774573564672
0.9648882151 -0.184082061 5.3005683009921256e-05
0.9588773251 -0.1986043303 -4.138379206133913e-05
0.9524134994 -0.2129344939 -0.00011377544065596656
0.9455031753 -0.2270589768 -0.0001654114328169809
0.9381533265 -0.2409642785 -0.0001980709898362909
0.9303709865 -0.2546369432 -0.00021653418848360806
0.9221640229 -0.2680633067 -0.00022554724916107327
0.9135403037 -0.2812297045 -0.00022854837847441356
0.9045084715 -0.294122219 -0.00022761896356818245
0.8950775266 -0.306726992 -0.00022448642860059542
0.8852565885 -0.3190300166 -0.00022029088854649825
0.8750556111 -0.3310172557 -0.00021559842075588587
0.8644843102 -0.3426751493 -0.00021058872771925752
0.8535534143 -0.3539901673 -0.0002050909655937072
0.8422734737 -0.3649495541 -0.00019866757792530443
0.8306558728 -0.3755412399 -0.00019109791086766026
0.8187119961 -0.3857539593 -0.00018233565033057286
0.806453526 -0.395577222 -0.0001726402817746886
0.793892622 -0.4050014316 -0.00016242611244016159
0.7810416818 -0.4140179752 -0.00015216895013925313
0.7679134011 -0.4226189255 -0.0001423037429552354
0.7545207143 -0.4307970404 -0.00013333465832184033
0.7408769131 -0.4385458826 -0.00012569437214933477
0.7269952297 -0.4458593427 -0.00011934354588869628
0.7128896713 -0.45273149 -0.00011429179975535816
0.6985738873 -0.4591571092 -0.00011015277294590398
0.6840623021 -0.4651308655 -0.00010663927547677199
0.6693689823 -0.470647931 -0.0001032661493597653
0.6545084715 -0.4757033884 -9.968857808007048e-05
0.6394956112 -0.480292648 -9.601227505656729e-05
0.6243448853 -0.4844113587 -9.220561521716686e-05
0.6090716124 -0.4880555569 -8.838874627359328e-05
0.5936905742 -0.4912214576 -8.422189570378436e-05
0.5782172084 -0.4939058422 -7.8939457843763e-05
0.562666595 -0.4961056112 -7.334059930164116e-05
0.5470541716 -0.4978182613 -6.884984502952829e-05
0.5313953161 -0.4990418552 -6.545824438930481e-05
0.5157054067 -0.4997747837 -6.313262039747691e-05
0.5 -0.5000160335 -6.054268101807203e-05
0.4842945933 -0.4997651278 -5.626168920636054e-05
0.4686047137 -0.4990220367 -5.405723408968832e-05
0.4529457986 -0.4977872371 -5.254864552894922e-05
0.437333405 -0.4960618316 -5.7405707365676406e-05
0.4217827916 -0.4938473402 -5.651174330800757e-05
0.4063093066 -0.4911457895 -5.769594794902133e-05
0.3909283876 -0.4879598915 -5.3839694476920386e-05
0.3756551147 -0.4842926263 -5.3683459198428096e-05
0.3605043888 -0.4801476001 -5.4109977588368e-05
0.3454914987 -0.4755287467 -5.4767927766707913e-05
0.3306309879 -0.4704406856 -5.563228971050549e-05
0.3159376979 -0.464888364 -5.607673556973225e-05
0.3014261127 -0.4588774144 -5.756420852387478e-05
0.2871103883 -0.4524135589 -5.831174553971863e-05
0.2730047107 -0.4455033242 -5.926333336958578e-05
0.2591232061 -0.4381533264 -5.687826223610415e-05
0.2454793006 -0.4303710162 -5.879602836467157e-05
0.2320865989 -0.422163993 -6.17038645733814e-05
0.2189583033 -0.4135403036 -6.567411384805766e-05
0.2061073929 -0.4045085012 -6.780805009354296e-05
0.1935465038 -0.3950774967 -6.94832168837145e-05
0.1812880039 -0.3852565884 -7.198025984411771e-05
0.1693440974 -0.3750554918 -7.429523567203944e-05
0.1577264965 -0.36448431 -7.642237258487228e-05
0.1464466006 -0.3535534142 -7.837014898637307e-05
0.1355157048 -0.3422735928 -8.085812459590613e-05
0.1249445006 -0.3306559025 -8.262640583911462e-05
0.1147433966 -0.318711996 -8.454231742138774e-05
0.1049225032 -0.3064534961 -8.59475930856668e-05
0.0954915136 -0.2938925921 -8.728534578406055e-05
0.0864597112 -0.2810417115 -8.898215785757557e-05
0.0778360367 -0.267913401 -9.012178611200738e-05
0.0696289763 -0.2545207142 -9.134737390548153e-05
0.0618466586 -0.2408767938 -9.257648539540142e-05
0.0544967391 -0.2269951998 -9.25538625549116e-05
0.0475864708 -0.2128895967 -9.333120233900871e-05
0.0411226898 -0.1985739021 -9.454004452447151e-05
0.0351117589 -0.184062302 -9.59890393685825e-05
0.0295596197 -0.1693689971 -9.745813047024043e-05
0.0244717393 -0.1545085012 -9.913760698299079e-05
0.0198531598 -0.1394955962 -0.00010090527756689838
0.0157084204 -0.1243449001 -0.00010251733670751939
0.01204162 -0.1090715974 -0.00010393095315808232
0.0088563748 -0.0936906635 -0.0001046393138106616
0.0061558299 -0.0782172306 -0.00010541332047298013
0.0039426489 -0.0626666172 -0.00010592228460559738
0.0022190181 -0.0470541603 -0.00010513295994696303
0.000986636 -0.0313952601 -0.00010467168273919913
0.00024672 -0.0157053805 -0.00010387457858196392
0.0 1e-10 -0.00010294128839132
0.00024672 0.0157053807 -0.00010213200671313483
0.000986636 0.0313952603 -0.00010135312646358807
0.0022190181 0.0470541605 -0.00010060252942012404
0.0039426489 0.0626666174 -0.00010060730161465248
0.0061558299 0.0782172308 -9.987846152670343e-05
0.0088563748 0.0936906637 -9.974077864915998e-05
0.01204162 0.1090715976 -9.993856421086633e-05
0.0157084204 0.1243449004 -0.0001002703540369243
0.0198531598 0.1394955964 -0.00010062997535942309
0.0244717393 0.1545085014 -0.00010079753196778896
0.0295596197 0.1693689973 -0.00010110524252238129
0.0351117589 0.1840623022 -0.00010143720161615022
0.0411226898 0.1985739023 -0.00010146783640818668
0.0475864708 0.2128895969 -0.00010125753848466701
0.0544967391 0.2269952 -0.0001009397759368369
0.0618466586 0.240876794 -0.00010069871742635073
0.0696289763 0.2545207144 -9.886264132408229e-05
0.0778360367 0.2679134012 -9.667785635381065e-05
0.0864597112 0.2810417117 -9.4383064895176e-05
0.0954915136 0.2938925923 -9.0903896582617e-05
0.1049225032 0.3064534963 -8.817333409760764e-05
0.1147433966 0.3187119962 -8.52689011621166e-05
0.1249445006 0.3306559027 -8.185731600551804e-05
0.1355157048 0.342273593 -7.907594996403589e-05
0.1464466006 0.3535534144 -7.610439336547259e-05
0.1577264965 0.3644843102 -7.299699770468848e-05
0.1693440974 0.375055492 -6.95771057102057e-05
0.1812880039 0.3852565886 -6.579774025139429e-05
0.1935465038 0.3950774969 -6.13538832734406e-05
0.2061073929 0.4045085014 -5.784426691590738e-05
0.2189583033 0.4135403038 -5.32502844396987e-05
0.2320865989 0.4221639932 -4.5807378062701076e-05
0.2454793006 0.4303709866 -3.9899243529539774e-05
0.2591232061 0.4381532968 -3.329570255461434e-05
0.2730047107 0.4455032946 -3.111025078128549e-05
0.2871103883 0.4524134995 -2.4840397293779404e-05
0.3014261127 0.4588772954 -1.873984151989916e-05
0.3159376979 0.4648881854 -1.2548067970463705e-05
0.3306309879 0.4704403878 -5.633080226719045e-06
0.3454914987 0.4755282999 8.081122548908581e-07
0.3605043888 0.4801469148 6.766294154303409e-06
0.3756551147 0.4842916132 1.256124447790441e-05
0.3909283876 0.4879584015 1.8155520761897748e-05
0.4063093066 0.4911436142 2.1251166304914193e-05
0.4217827916 0.4938442112 2.8888730021048303e-05
0.437333405 0.4960573913 3.4066345822036936e-05
0.4529457986 0.4977810086 4.435303092864551e-05
0.4686047137 0.4990133942 4.878380014705641e-05
0.4842945933 0.4997532965 5.2776448489888494e-05
0.5 0.5000000001 5.421548644846119e-05
0.5157054067 0.4997532965 5.6857359587603185e-05
0.5313953161 0.4990133942 5.956269522355839e-05
0.5470541716 0.4977810086 6.118638703278556e-05
0.562666595 0.4960573913 6.199927920624848e-05
0.5782172084 0.4938442112 6.27564783828305e-05
0.5936905742 0.4911436142 6.311410419868047e-05
0.6090716124 0.4879584015 6.270706471223075e-05
0.6243448853 0.4842916132 6.18530087329594e-05
0.6394956112 0.4801469148 6.095232559155672e-05
0.6545084715 0.4755282999 5.997006891822476e-05
0.6693689823 0.4704403878 5.885930797638883e-05
0.6840623021 0.4648881854 5.7756211959969495e-05
0.6985738873 0.4588772954 5.6507959381002504e-05
0.7128896713 0.4524134995 5.5128229152212604e-05
0.7269952297 0.4455032946 5.373162668230458e-05
0.7408769131 0.4381532968 5.2336271953182245e-05
0.7545207143 0.4303709866 5.128139341910483e-05
0.7679134011 0.4221639932 5.1075643704386053e-05
0.7810416818 0.4135403038 5.205978655455079e-05
0.793892622 0.4045085014 5.453783107624288e-05
0.806453526 0.3950774969 5.855631317461252e-05
0.8187119961 0.3852565886 6.407443537947977e-05
0.8306558728 0.375055492 7.086906248707225e-05
0.8422734737 0.3644843102 7.784445543376761e-05
0.8535534143 0.3535534144 8.306685274542258e-05
0.8644843102 0.342273593 8.542287771989843e-05
0.8750556111 0.3306559027 8.37361688421634e-05
0.8852565885 0.3187119962 7.631415283326781e-05
0.8950775266 0.3064534963 6.232024553523563e-05
0.9045084715 0.2938925923 4.160836512284716e-05
0.9135403037 0.2810417117 1.5015393597217486e-05
0.9221640229 0.2679134012 -1.5457186790746036e-05
0.9303709865 0.2545207144 -4.6928799069867466e-05
0.9381533265 0.240876794 -7.559090110403899e-05
0.9455031753 0.2269952 -9.637773124820948e-05
0.9524134994 0.2128895969 -0.0001028944846827029
0.9588773251 0.1985739023 -8.952947177270909e-05
0.9648882151 0.1840623022 -5.362993407309613e-05
