TITLE     = "Visualization of the solution"
VARIABLES = "x"
"y"
"Z Vorticity"
DATASETAUXDATA CFDA.ID1="Pressure"
DATASETAUXDATA CFDA.ID2="Temperature"
DATASETAUXDATA Common.PressureVar="7"
DATASETAUXDATA Common.TemperatureVar="8"
DATASETAUXDATA Common.UVar="4"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
DATASETAUXDATA Common.VVar="5"
ZONE T="Zone"
 STRANDID=4256, SOLUTIONTIME=85.1
 Nodes=13336, Elements=26192, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE )
0.9990134239 -0.0313952601 0.0007838030468967083
0.9977809787 -0.0470541677 0.001020736922654232
0.996057272 -0.062666647 0.0011748143080665754
0.9938442111 -0.0782173573 0.0012360036943772912
0.9911435843 -0.0936910286 0.001203183190851026
0.9879583716 -0.1090725063 0.0010843909224369855
0.9842916131 -0.124346882 0.0008951069959876254
0.9801468253 -0.1394995152 0.0006565789586576234
0.9755281806 -0.1545156537 0.000392847101019389
0.9704403877 -0.1693812161 0.00012822058648877255
0.9648882151 -0.184082061 -0.00011568637294469275
0.9588773251 -0.1986043303 -0.00032172594191403475
0.9524134994 -0.2129344939 -0.0004789926656811813
0.9455031753 -0.2270589768 -0.0005833871200422447
0.9381533265 -0.2409642785 -0.00063618689067578
0.9303709865 -0.2546369432 -0.0006438933861581814
0.9221640229 -0.2680633067 -0.0006154210262194482
0.9135403037 -0.2812297045 -0.0005604368256485609
0.9045084715 -0.294122219 -0.0004881404982586754
0.8950775266 -0.306726992 -0.0004069207340911332
0.8852565885 -0.3190300166 -0.0003239460060300084
0.8750556111 -0.3310172557 -0.0002448196913646325
0.8644843102 -0.3426751493 -0.00017354721760173136
0.8535534143 -0.3539901673 -0.0001125322120235292
0.8422734737 -0.3649495541 -6.273509327157922e-05
0.8306558728 -0.3755412399 -2.4096810726216555e-05
0.8187119961 -0.3857539593 4.2558928255095885e-06
0.806453526 -0.395577222 2.3659573495600494e-05
0.793892622 -0.4050014316 3.5679423151767364e-05
0.7810416818 -0.4140179752 4.185465903389779e-05
0.7679134011 -0.4226189255 4.3705166443246124e-05
0.7545207143 -0.4307970404 4.264937549899872e-05
0.7408769131 -0.4385458826 3.9910181316511056e-05
0.7269952297 -0.4458593427 3.634037810542213e-05
0.7128896713 -0.45273149 3.2465176129968e-05
0.6985738873 -0.4591571092 2.8745828785162186e-05
0.6840623021 -0.4651308655 2.551378509563912e-05
0.6693689823 -0.470647931 2.2892865152869535e-05
0.6545084715 -0.4757033884 2.0859358718219867e-05
0.6394956112 -0.480292648 1.9451390039393335e-05
0.6243448853 -0.4844113587 1.8368816893488127e-05
0.6090716124 -0.4880555569 1.755144625473215e-05
0.5936905742 -0.4912214576 1.6847707371342446e-05
0.5782172084 -0.4939058422 1.5986928862704586e-05
0.562666595 -0.4961056112 1.522077860546811e-05
0.5470541716 -0.4978182613 1.4571255297746166e-05
0.5313953161 -0.4990418552 1.3615756652929356e-05
0.5157054067 -0.4997747837 1.2958111045124898e-05
0.5 -0.5000160335 1.2805796218873233e-05
0.4842945933 -0.4997651278 1.2359316547416732e-05
0.4686047137 -0.4990220367 1.1572113897850844e-05
0.4529457986 -0.4977872371 1.1252631659020018e-05
0.437333405 -0.4960618316 1.1538777517083876e-05
0.4217827916 -0.4938473402 1.1625052211750031e-05
0.4063093066 -0.4911457895 1.173662475806303e-05
0.3909283876 -0.4879598915 1.1057190368646275e-05
0.3756551147 -0.4842926263 1.1187162172743292e-05
0.3605043888 -0.4801476001 1.142856462832409e-05
0.3454914987 -0.4755287467 1.1539608867128237e-05
0.3306309879 -0.4704406856 1.1293735079243028e-05
0.3159376979 -0.464888364 1.1918597579096968e-05
0.3014261127 -0.4588774144 1.3492139486315224e-05
0.2871103883 -0.4524135589 1.5196146610274575e-05
0.2730047107 -0.4455033242 1.5574652110550424e-05
0.2591232061 -0.4381533264 1.5471055544113987e-05
0.2454793006 -0.4303710162 1.678579427899507e-05
0.2320865989 -0.422163993 1.8173068365490153e-05
0.2189583033 -0.4135403036 2.0515867736214943e-05
0.2061073929 -0.4045085012 2.1679191248069607e-05
0.1935465038 -0.3950774967 2.2561765907980202e-05
0.1812880039 -0.3852565884 2.3803851774917284e-05
0.1693440974 -0.3750554918 2.4943712935376894e-05
0.1577264965 -0.36448431 2.6018810839412154e-05
0.1464466006 -0.3535534142 2.7061548055873352e-05
0.1355157048 -0.3422735928 2.7854608910082845e-05
0.1249445006 -0.3306559025 2.8782513222247452e-05
0.1147433966 -0.318711996 2.9679543734784097e-05
0.1049225032 -0.3064534961 3.0469496777874028e-05
0.0954915136 -0.2938925921 3.129534979062765e-05
0.0864597112 -0.2810417115 3.206800999822068e-05
0.0778360367 -0.267913401 3.2716497736839933e-05
0.0696289763 -0.2545207142 3.337408313552892e-05
0.0618466586 -0.2408767938 3.3864356475898916e-05
0.0544967391 -0.2269951998 3.444734075408462e-05
0.0475864708 -0.2128895967 3.511120949439839e-05
0.0411226898 -0.1985739021 3.5817996880571634e-05
0.0351117589 -0.184062302 3.652157545874779e-05
0.0295596197 -0.1693689971 3.722809809697525e-05
0.0244717393 -0.1545085012 3.795879638396338e-05
0.0198531598 -0.1394955962 3.875715755802256e-05
0.0157084204 -0.1243449001 3.960818986836756e-05
0.01204162 -0.1090715974 4.043071854353819e-05
0.0088563748 -0.0936906635 4.104584389763577e-05
0.0061558299 -0.0782172306 4.131328025555603e-05
0.0039426489 -0.0626666172 4.204029912460716e-05
0.0022190181 -0.0470541603 4.244272075082378e-05
0.000986636 -0.0313952601 4.2378974057788454e-05
0.00024672 -0.0157053805 4.233478152432246e-05
0.0 1e-10 4.249301264612135e-05
0.00024672 0.0157053807 4.266078658858932e-05
0.000986636 0.0313952603 4.264927973189614e-05
0.0022190181 0.0470541605 4.25971463706154e-05
0.0039426489 0.0626666174 4.295747493518465e-05
0.0061558299 0.0782172308 4.357659625842114e-05
0.0088563748 0.0936906637 4.356913414629848e-05
0.01204162 0.1090715976 4.377036260827527e-05
0.0157084204 0.1243449004 4.4055784433671974e-05
0.0198531598 0.1394955964 4.432576560642332e-05
0.0244717393 0.1545085014 4.4526937881095296e-05
0.0295596197 0.1693689973 4.46488431004588e-05
0.0351117589 0.1840623022 4.473392751941363e-05
0.0411226898 0.1985739023 4.4792933060811e-05
0.0475864708 0.2128895969 4.474932433629064e-05
0.0544967391 0.2269952 4.4661555434033495e-05
0.0618466586 0.240876794 4.4394997351426824e-05
0.0696289763 0.2545207144 4.389775551405517e-05
0.0778360367 0.2679134012 4.344025670977025e-05
0.0864597112 0.2810417117 4.279082709213178e-05
0.0954915136 0.2938925923 4.217625609448383e-05
0.1049225032 0.3064534963 4.1482465693465365e-05
0.1147433966 0.3187119962 4.0586289397626096e-05
0.1249445006 0.3306559027 3.962431918158593e-05
0.1355157048 0.342273593 3.853870583803154e-05
0.1464466006 0.3535534144 3.7058192715488936e-05
0.1577264965 0.3644843102 3.5765687871447405e-05
0.1693440974 0.375055492 3.431451387125861e-05
0.1812880039 0.3852565886 3.2708747853771314e-05
0.1935465038 0.3950774969 3.099649353954792e-05
0.2061073929 0.4045085014 2.8643232687475262e-05
0.2189583033 0.4135403038 2.6382588720785805e-05
0.2320865989 0.4221639932 2.5307386649853214e-05
0.2454793006 0.4303709866 2.291388862096788e-05
0.2591232061 0.4381532968 2.017874333637426e-05
0.2730047107 0.4455032946 1.598831067617379e-05
0.2871103883 0.4524134995 1.2303575996353011e-05
0.3014261127 0.4588772954 9.598405532385001e-06
0.3159376979 0.4648881854 7.2858958792831885e-06
0.3306309879 0.4704403878 3.897133877384107e-06
0.3454914987 0.4755282999 -5.152914620554228e-07
0.3605043888 0.4801469148 -4.699817090947356e-06
0.3756551147 0.4842916132 -8.640196230924602e-06
0.3909283876 0.4879584015 -1.251904972565665e-05
0.4063093066 0.4911436142 -1.6905792151522547e-05
0.4217827916 0.4938442112 -2.0422853657497964e-05
0.437333405 0.4960573913 -2.3605569460571907e-05
0.4529457986 0.4977810086 -2.6556320456450067e-05
0.4686047137 0.4990133942 -2.9976721693525388e-05
0.4842945933 0.4997532965 -3.3952745983500954e-05
0.5 0.5000000001 -3.748218634030964e-05
0.5157054067 0.4997532965 -3.965928823579379e-05
0.5313953161 0.4990133942 -4.1623432608051125e-05
0.5470541716 0.4977810086 -4.326428385187375e-05
0.562666595 0.4960573913 -4.4348759292295314e-05
0.5782172084 0.4938442112 -4.513243812892531e-05
0.5936905742 0.4911436142 -4.566438581632415e-05
0.6090716124 0.4879584015 -4.603892942151022e-05
0.6243448853 0.4842916132 -4.637406021021362e-05
0.6394956112 0.4801469148 -4.6763425089468846e-05
0.6545084715 0.4755282999 -4.719857021315277e-05
0.6693689823 0.4704403878 -4.788521136851742e-05
0.6840623021 0.4648881854 -4.88875963472607e-05
0.6985738873 0.4588772954 -5.022408455065963e-05
0.7128896713 0.4524134995 -5.187800330410525e-05
0.7269952297 0.4455032946 -5.3603874916964556e-05
0.7408769131 0.4381532968 -5.503767834499126e-05
0.7545207143 0.4303709866 -5.580990034778025e-05
0.7679134011 0.4221639932 -5.5277706607632926e-05
0.7810416818 0.4135403038 -5.266672388843166e-05
0.793892622 0.4045085014 -4.702037658392902e-05
0.806453526 0.3950774969 -3.736181866186017e-05
0.8187119961 0.3852565886 -2.2671668733757755e-05
0.8306558728 0.375055492 -1.8665499855879952e-06
0.8422734737 0.3644843102 2.6203111720135563e-05
0.8535534143 0.3535534144 6.256473107039973e-05
0.8644843102 0.342273593 0.00010756385920775852
0.8750556111 0.3306559027 0.00016068578289640811
0.8852565885 0.3187119962 0.00022031561922692539
0.8950775266 0.3064534963 0.00028303770767581365
0.9045084715 0.2938925923 0.0003435701813331235
0.9135403037 0.2810417117 0.000394885018490089
0.9221640229 0.2679134012 0.0004287875486098866
0.9303709865 0.2545207144 0.00043653791372965517
0.9381533265 0.240876794 0.00040983767789207204
0.9455031753 0.2269952 0.0003421414694537994
0.9524134994 0.2128895969 0.00022927572528787243
0.9588773251 0.1985739023 7.076854376507347e-05
0.9648882151 0.1840623022 -0.00012768627894457069
